APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Autres,Satisfaisant,Lait et produits laitiers,45.114949,4.151379,14,4
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,45.701633,4.762818,38,4
Restaurant,Très satisfaisant,Autres,45.763535,4.796756,25,4
Restauration collective,Très satisfaisant,Autres,46.079767,6.539228,36,2
Boucherie-Charcuterie,Satisfaisant,Autres,45.71109,4.853935,22,4
Producteur fermier,Satisfaisant,Autres,45.47951,4.64407,46,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.92457,4.391064,46,1
Restaurant,Satisfaisant,Autres,45.41537,4.40132,37,2
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,46.200329,3.798113,47,1
Restauration collective,Satisfaisant,Autres,45.295185,4.559405,7,3
Restauration collective,Très satisfaisant,Autres,45.68554,5.914141,35,5
Restaurant,Satisfaisant,Autres,45.767017,4.836562,37,1
Restaurant,Satisfaisant,Autres,45.693393,5.027837,1,3
Restaurant,Très satisfaisant,Autres,45.03351,3.102952,24,2
Restauration collective,Satisfaisant,Autres,46.248333,6.507643,6,5
Entreposage de distribution de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,45.681054,4.922534,2,2
Restaurant,Satisfaisant,Autres,44.918554,4.858345,3,4
Métier de bouche,Satisfaisant,Autres,45.474144,3.452273,21,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.822958,4.486887,35,4
Restaurant,Satisfaisant,Autres,45.403177,4.364802,37,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,45.085303,3.506704,33,5
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,44.553396,4.688326,3,3
Entreposage de distribution de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.719273,5.078478,30,3
Restaurant,Très satisfaisant,Autres,45.341124,5.470121,36,5
Restauration collective,Satisfaisant,Autres,44.726216,4.994222,42,3
Restauration collective,Très satisfaisant,Autres,45.42844,4.399783,45,4
Boucherie-Charcuterie,Satisfaisant,Autres,45.387187,4.286333,3,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,46.104236,3.969165,6,5
Restaurant,Satisfaisant,Autres,45.577137,4.805181,9,2
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,46.326928,2.774095,22,4
Restaurant,Satisfaisant,Autres,45.708106,4.860678,35,4
Autres,Satisfaisant,Produits de la mer et d'eau douce,44.525617,4.74455,17,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,A améliorer,Abattoirs,45.561503,5.553059,29,2
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,45.590957,2.917295,42,1
Restauration collective,Très satisfaisant,Autres,45.889883,5.331222,1,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.411628,6.28262,15,4
Restauration collective,A améliorer,Autres,45.564198,5.743074,29,3
Caves d'affinage,Satisfaisant,Lait et produits laitiers,45.590957,2.917295,42,1
Poissonnerie,Satisfaisant,Autres,45.418298,4.39583,17,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.961059,4.714805,8,4
Autres,Très satisfaisant,Produits de la mer et d'eau douce,45.733731,4.842598,15,4
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,45.733731,4.842598,15,4
Caves d'affinage,Très satisfaisant,Lait et produits laitiers,45.502196,6.055837,38,2
Autres,Très satisfaisant,Autres,46.308148,6.309531,10,2
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,44.525617,4.74455,17,2
Restaurant,Satisfaisant,Autres,45.770705,4.852029,42,1
Boucherie-Charcuterie,Satisfaisant,Autres,44.620407,4.387994,3,4
Entreposage de distribution de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.701633,4.762818,38,4
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,45.114949,4.151379,14,4
Producteur fermier,Très satisfaisant,Autres,44.479274,4.66453,18,2
Restauration collective,Très satisfaisant,Autres,46.107009,6.59035,14,2
Restaurant,Très satisfaisant,Autres,45.824118,3.141905,37,2
Restauration collective,Satisfaisant,Autres,45.046876,3.919799,30,3
Restauration collective,Très satisfaisant,Autres,45.765283,4.837004,15,5
Restaurant,Très satisfaisant,Autres,45.776337,4.798618,37,2
Producteur fermier,Très satisfaisant,Autres,45.479638,4.644182,46,4
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,46.221109,5.225314,39,1
Boucherie-Charcuterie,Satisfaisant,Autres,45.357718,4.807361,41,2
Boucherie-Charcuterie,Satisfaisant,Autres,44.355771,5.128643,36,4
Restauration collective,Satisfaisant,Autres,45.202756,4.031661,24,4
Restaurant,Très satisfaisant,Autres,45.478888,4.2892,19,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.517786,4.358063,40,1
Boucherie-Charcuterie,Satisfaisant,Autres,46.35079,3.792477,20,2
Restaurant,Satisfaisant,Autres,45.745909,4.86373,14,3
Restauration collective,Satisfaisant,Autres,45.471929,4.435591,43,2
Restaurant,Très satisfaisant,Autres,45.623742,3.151152,37,4
Producteur fermier,Satisfaisant,Autres,44.504932,5.372093,37,2
Boulangerie-Pâtisserie,Satisfaisant,Autres,45.7594,4.842569,38,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,46.200329,3.798113,45,3
Boucherie-Charcuterie,Satisfaisant,Autres,45.388875,4.288473,3,5
Restauration collective,Très satisfaisant,Autres,45.747836,4.828365,35,5
Libre service|Alimentation générale,Satisfaisant,Autres,45.773511,4.809082,37,2
Autres,Satisfaisant,Autres,46.154898,4.586038,37,4
Libre service|Alimentation générale,Très satisfaisant,Autres,46.155159,4.585314,37,4
Caves d'affinage,Très satisfaisant,Lait et produits laitiers,45.89358,6.304324,41,2
Restaurant,Satisfaisant,Autres,44.906879,4.424421,37,4
Restaurant,Satisfaisant,Autres,44.620884,4.388291,37,4
Producteur fermier,Très satisfaisant,Autres,46.49624,3.031629,24,6
Restauration collective,Satisfaisant,Autres,45.711719,4.810784,12,1
Restaurant,Satisfaisant,Autres,45.543567,3.24857,48,3
Restaurant,Très satisfaisant,Autres,45.756945,4.841951,7,3
Producteur fermier,Satisfaisant,Autres,45.590957,2.917295,42,1
Restauration collective,Très satisfaisant,Autres,45.337802,5.058588,37,5
Restauration collective,Satisfaisant,Autres,45.739594,4.467125,24,2
Restaurant,Satisfaisant,Autres,44.74717,4.675277,36,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,46.221444,5.223365,7,1
Restaurant,Satisfaisant,Autres,44.876492,4.877193,4,1
Restaurant,A améliorer,Autres,45.341312,5.041436,43,3
Caves d'affinage,Très satisfaisant,Lait et produits laitiers,45.79609,3.02952,36,4
Restauration collective,Satisfaisant,Autres,45.238547,5.850641,10,5
Restauration collective,Très satisfaisant,Autres,45.565827,5.92782,8,3
Restauration collective,Satisfaisant,Autres,45.047957,3.877965,30,2
Restaurant,Satisfaisant,Autres,44.736669,4.638207,18,4
Producteur fermier,A améliorer,Autres,45.161429,4.200206,39,3
Restaurant,Très satisfaisant,Autres,45.338933,5.477629,36,5
Restaurant,Très satisfaisant,Autres,46.338279,2.596741,34,4
Producteur fermier,Satisfaisant,Autres,45.083562,4.671667,22,2
Restaurant,A améliorer,Autres,44.759217,5.351275,36,5
Restaurant,Satisfaisant,Autres,44.407206,4.395124,37,1
Restaurant,Satisfaisant,Autres,44.875706,4.876948,4,1
Restaurant,Satisfaisant,Autres,46.023121,5.089302,21,2
Métier de bouche,Très satisfaisant,Autres,45.678596,4.703124,36,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.886827,4.002394,15,1
Restaurant,Très satisfaisant,Autres,46.124366,3.419076,13,5
Boulangerie-Pâtisserie,Très satisfaisant,Autres,45.759835,4.841154,37,5
Restaurant,Très satisfaisant,Autres,45.255855,4.695991,47,5
Restaurant,Satisfaisant,Autres,45.758,4.835,39,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.9415,2.83865,52,1
Restauration collective,Très satisfaisant,Autres,46.240902,3.159538,33,3
Boucherie-Charcuterie,Satisfaisant,Autres,45.618805,4.672105,22,4
Restauration collective,Satisfaisant,Autres,45.147243,5.723304,4,1
Restauration collective,Satisfaisant,Autres,45.789284,4.826306,1,3
Restaurant,Satisfaisant,Autres,45.62288,6.809569,36,2
Restauration collective,Très satisfaisant,Autres,45.883777,6.313722,6,4
Libre service|Alimentation générale,Satisfaisant,Autres,44.489175,4.271615,37,3
Restauration collective,Satisfaisant,Autres,45.868298,3.21731,26,5
Restaurant,Très satisfaisant,Autres,45.36714,5.591682,23,5
Boulangerie-Pâtisserie,A corriger de manière urgente,Autres,45.771037,4.802457,47,1
Restauration collective,Très satisfaisant,Autres,45.989947,6.051764,4,2
Autres,Très satisfaisant,Autres,44.938648,4.863812,40,4
Boulangerie-Pâtisserie,Satisfaisant,Autres,45.763527,4.847253,12,2
Traiteur|Boucherie-Charcuterie,Très satisfaisant,Autres,46.221444,5.223365,7,1
Restauration collective,Satisfaisant,Autres,45.821413,4.906157,2,2
Restauration collective,Très satisfaisant,Autres,45.438135,4.771222,19,4
Restaurant,Satisfaisant,Autres,45.756052,4.84209,19,5
Caves d'affinage,Satisfaisant,Lait et produits laitiers,45.484113,5.897737,46,4
Restauration collective,Très satisfaisant,Autres,45.818368,4.892794,4,2
Restaurant,Satisfaisant,Autres,45.343079,5.475857,36,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.484113,5.897737,46,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,45.658122,6.309207,29,1
Restaurant,Très satisfaisant,Autres,45.360447,5.599581,36,7
Restaurant,Très satisfaisant,Autres,45.755975,4.841556,4,2
Restaurant,Très satisfaisant,Autres,45.39328,5.654919,13,6
Restaurant,Satisfaisant,Autres,45.759251,4.842505,4,1
Restaurant,Très satisfaisant,Autres,45.758919,4.842293,4,1
Restaurant,Très satisfaisant,Autres,45.482911,4.441316,4,3
Restaurant,Très satisfaisant,Autres,45.695756,4.953262,36,7
Restaurant,Satisfaisant,Autres,45.338933,5.477629,36,5
Restauration collective,Très satisfaisant,Autres,44.613633,4.387043,11,4
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,45.930628,6.767367,18,5
Restaurant,Très satisfaisant,Autres,46.085016,3.981265,13,3
Boucherie-Charcuterie,Satisfaisant,Autres,44.839871,4.890665,22,4
Autres,Satisfaisant,Autres,45.752532,4.831574,11,1
Restaurant,Satisfaisant,Autres,45.738688,4.862705,4,2
Restaurant,Satisfaisant,Autres,45.806031,3.109433,38,2
Libre service|Alimentation générale,Satisfaisant,Autres,45.750023,4.839839,6,1
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.66979,4.911111,48,3
Traiteur,Satisfaisant,Autres,45.660024,5.105026,37,3
Restauration collective,Satisfaisant,Autres,45.34491,4.811062,39,1
Restauration collective,Satisfaisant,Autres,46.476426,2.659842,23,4
Restaurant,Très satisfaisant,Autres,45.75587,4.843043,5,1
Producteur fermier,Satisfaisant,Autres,45.237987,2.467474,32,2
Restaurant,Satisfaisant,Autres,45.129867,5.695518,18,6
Autres,Satisfaisant,Produits de la mer et d'eau douce,45.080506,3.838855,43,4
Commerce alimentaire,Satisfaisant,Autres,45.970519,6.130725,8,5
Restaurant,Satisfaisant,Autres,44.344208,4.687496,4,3
Restaurant,Satisfaisant,Autres,45.757752,4.857863,12,5
Restaurant,Satisfaisant,Autres,45.753829,4.847581,31,3
Restaurant,Très satisfaisant,Autres,46.339482,2.604791,36,3
Restauration collective,Très satisfaisant,Autres,45.925132,6.873335,14,4
Producteur fermier,Satisfaisant,Autres,44.905129,4.159888,18,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.76957,4.702636,47,3
Producteur fermier,Satisfaisant,Autres,45.127257,3.344203,19,4
Producteur fermier,Très satisfaisant,Autres,46.698208,2.882791,13,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.629952,4.598044,22,3
Restauration collective,Très satisfaisant,Autres,45.3716,4.81187,24,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.055541,6.187337,43,2
Producteur fermier,Satisfaisant,Autres,45.63195,4.365639,7,1
Restaurant,Satisfaisant,Autres,45.660822,4.56273,36,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.718184,3.431093,40,3
Restauration collective,Très satisfaisant,Autres,45.3716,4.81187,24,2
Restauration collective,Très satisfaisant,Autres,45.90764,6.378404,38,5
Restaurant,A corriger de manière urgente,Autres,45.786671,3.107042,31,4
Restaurant,Satisfaisant,Autres,45.752947,4.842087,8,1
Restaurant,Satisfaisant,Autres,44.971457,4.952716,31,1
Restaurant,Très satisfaisant,Autres,45.751941,4.841287,4,2
Producteur fermier,Très satisfaisant,Autres,45.60753,3.957836,17,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,46.061577,5.066249,31,4
Restaurant,Très satisfaisant,Autres,44.563429,4.473284,45,4
Restaurant,Satisfaisant,Autres,45.77636,4.872084,46,2
Restaurant,Satisfaisant,Autres,45.463597,4.364218,6,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.67214,4.921558,36,2
Restauration collective,Très satisfaisant,Autres,45.904153,6.125506,15,4
Restaurant,Satisfaisant,Autres,44.708107,4.661843,4,3
Restauration collective,Très satisfaisant,Autres,46.070141,6.31414,15,2
Boucherie-Charcuterie,Satisfaisant,Autres,46.36075,6.457911,38,2
Restaurant,Satisfaisant,Autres,45.7594,4.842569,38,3
Restaurant,Satisfaisant,Autres,45.757962,3.142925,23,5
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,45.106715,4.299903,4,4
Restauration collective,Très satisfaisant,Autres,45.895802,6.213854,10,2
Restaurant,A améliorer,Autres,46.32248,3.008035,37,3
Restauration collective,Satisfaisant,Autres,44.339307,4.729804,37,1
Restauration collective,Très satisfaisant,Autres,45.76957,4.702636,47,3
Restaurant,Très satisfaisant,Autres,45.555398,5.791298,25,3
Restaurant,Satisfaisant,Autres,45.43935,4.404154,19,2
Producteur fermier,Satisfaisant,Autres,45.474167,5.533689,38,1
Restauration collective,Satisfaisant,Autres,45.771156,4.783868,6,1
Restauration collective,Satisfaisant,Autres,45.730698,4.88089,29,2
Commerce alimentaire,Satisfaisant,Autres,45.09117,6.064268,35,1
Producteur fermier,Satisfaisant,Autres,45.687338,3.872004,4,4
Restaurant,Satisfaisant,Autres,44.484213,4.689521,4,2
Restauration collective,Très satisfaisant,Autres,45.595772,5.276267,3,2
Restaurant,Satisfaisant,Autres,45.678212,4.703087,36,4
Restaurant,Satisfaisant,Autres,45.753957,4.83068,4,5
Restaurant,Satisfaisant,Autres,44.735524,4.598195,42,2
Autres,Satisfaisant,Autres,45.637489,4.39124,3,4
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,45.723269,4.969099,25,3
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.723269,4.969099,25,3
Restauration collective,Satisfaisant,Autres,45.591418,2.753695,10,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,45.723269,4.969099,25,3
Producteur fermier,Très satisfaisant,Autres,46.11825,4.959577,10,2
Restauration collective,Très satisfaisant,Autres,44.735805,4.600803,15,1
Restaurant,Satisfaisant,Autres,45.435355,4.403714,3,5
Restaurant,Satisfaisant,Autres,45.666306,5.896153,23,5
Restaurant,Très satisfaisant,Autres,45.756284,4.841102,1,3
Producteur fermier,A améliorer,Autres,45.633,2.893,27,3
Restaurant,Satisfaisant,Autres,45.752881,4.830311,4,5
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,46.018511,5.937057,4,2
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,45.750958,4.939821,21,1
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.750958,4.939821,21,1
Producteur fermier,Très satisfaisant,Autres,44.641419,5.084306,11,3
Restaurant,Satisfaisant,Autres,44.876023,4.877205,30,2
Restauration collective,A améliorer,Autres,45.530619,4.371444,38,4
Restaurant,Satisfaisant,Autres,45.657594,5.894724,27,5
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,46.055913,5.070347,6,3
Restaurant,Très satisfaisant,Autres,45.60621,4.833054,3,3
Restauration collective,Très satisfaisant,Autres,45.764862,4.820105,4,3
Restaurant,Très satisfaisant,Autres,45.492465,4.566892,4,5
Autres,Très satisfaisant,Produits de la mer et d'eau douce,45.723269,4.969099,25,3
Restaurant,Satisfaisant,Autres,45.44046,4.379826,4,4
Restauration collective,Très satisfaisant,Autres,45.573465,5.490355,5,3
Restaurant,A améliorer,Autres,44.947406,4.924064,39,3
Restaurant,A améliorer,Autres,46.318038,2.952782,37,3
Producteur fermier,Très satisfaisant,Autres,45.316209,4.512504,38,2
Restauration collective,Satisfaisant,Autres,45.472089,4.414055,34,4
Restaurant,Satisfaisant,Autres,45.771562,4.86323,3,2
Boulangerie-Pâtisserie,Satisfaisant,Autres,45.761279,4.883725,3,2
Autres,Satisfaisant,Autres,45.759504,4.842209,4,2
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,45.065834,4.861585,11,3
Restauration collective,A améliorer,Autres,44.617915,4.394202,46,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.259427,4.854987,48,4
Restauration collective,Très satisfaisant,Autres,46.248138,6.516034,43,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.083875,4.478171,39,2
Autres,Très satisfaisant,Lait et produits laitiers,45.776272,5.020038,7,2
Restaurant,Satisfaisant,Autres,45.753656,4.830479,10,2
Entreposage de distribution de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.776272,5.020038,7,2
Restaurant,Satisfaisant,Autres,45.75443,4.831012,5,2
Producteur fermier,Très satisfaisant,Autres,45.688204,6.37155,46,5
Restauration collective,A améliorer,Autres,45.062751,3.89566,2,5
Restauration collective,Satisfaisant,Autres,45.771151,3.069336,25,1
Producteur fermier,Très satisfaisant,Autres,45.084616,3.969987,5,2
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,A améliorer,Abattoirs,45.551039,3.73243,8,3
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,A améliorer,Abattoirs,45.551039,3.73243,8,2
Autres,Très satisfaisant,Lait et produits laitiers,45.881865,6.117243,27,1
Autres,Satisfaisant,Lait et produits laitiers,46.018511,5.937057,4,2
