APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Restauration collective,Très satisfaisant,Autres,45.009927,0.156267,2,1
Restaurant,A améliorer,Autres,46.186947,-1.324431,23,4
Restauration collective,Satisfaisant,Autres,46.247918,2.048497,36,1
Restauration collective,Satisfaisant,Autres,44.547314,-0.881478,22,1
Restauration collective,Très satisfaisant,Autres,45.749267,-0.633552,10,2
Libre service,Satisfaisant,Autres,45.686475,-0.338007,11,3
Libre service|Alimentation générale,Satisfaisant,Autres,46.081075,1.690002,9,3
Restaurant,Satisfaisant,Autres,45.746215,-0.668585,17,4
Restaurant,Très satisfaisant,Autres,46.797556,0.530574,9,2
Restaurant,Satisfaisant,Autres,45.873027,0.71989,13,4
Restaurant,Satisfaisant,Autres,45.006991,-1.09738,38,6
Restauration collective,Très satisfaisant,Autres,46.209044,-0.952489,39,1
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.729155,-0.949752,10,4
Restaurant,Très satisfaisant,Autres,45.511529,0.393888,19,4
Restaurant,Satisfaisant,Autres,44.74307,-1.183246,27,5
Libre service|Alimentation générale,Satisfaisant,Autres,45.062037,1.24811,42,5
Restaurant,Satisfaisant,Autres,44.605731,-0.553781,46,3
Rayon boucherie-charcuterie,Satisfaisant,Autres,44.695592,-0.980667,7,3
Commerce alimentaire,Très satisfaisant,Autres,45.215733,0.744177,36,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,46.489439,0.311077,25,4
Autres,Très satisfaisant,Produits de la mer et d'eau douce,46.795598,0.688689,37,2
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,43.637946,-1.425805,9,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.081627,-0.419436,38,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,45.937357,-1.311063,16,4
Traiteur,A améliorer,Autres,44.799931,-0.66049,42,4
Restaurant,Satisfaisant,Autres,45.652803,0.164786,11,5
Autres,Très satisfaisant,Viandes et produits carnés,44.855318,0.526245,20,1
Restaurant,Très satisfaisant,Autres,46.309004,1.544544,27,2
Restaurant,Satisfaisant,Autres,45.603703,0.357864,42,5
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,45.593766,0.320365,51,1
Restauration collective,Satisfaisant,Autres,45.30059,-0.929021,48,2
Restaurant,Satisfaisant,Autres,44.748172,1.121888,42,5
Restaurant,Très satisfaisant,Autres,46.24384,-0.228706,11,1
Restaurant,Satisfaisant,Autres,45.062037,1.24811,42,5
Restauration collective,Très satisfaisant,Autres,45.192357,0.69184,6,2
Restaurant,Satisfaisant,Autres,44.915608,-0.242659,36,2
Restauration collective,Satisfaisant,Autres,45.314279,1.769227,9,2
Métier de bouche,Très satisfaisant,Autres,45.278411,0.548105,9,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.883445,-1.20078,23,3
Restauration collective,Satisfaisant,Autres,44.99874,0.290567,13,1
Restauration collective,Très satisfaisant,Autres,45.099749,0.471929,34,4
Restauration collective,Très satisfaisant,Autres,45.777352,-0.786947,39,4
Restaurant,Satisfaisant,Autres,45.836778,2.263402,30,4
Producteur fermier,Très satisfaisant,Autres,45.236661,-0.247285,6,2
Entreposage de distribution de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,45.008311,-0.424918,9,3
Producteur fermier,Très satisfaisant,Autres,45.107864,-0.161769,10,4
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.944206,-1.078715,8,4
Restauration collective,Satisfaisant,Autres,45.63252,0.037005,7,3
Restauration collective,Satisfaisant,Autres,44.780897,-0.638721,18,1
Restaurant,Très satisfaisant,Autres,46.629876,-0.297464,11,2
Restauration collective,Très satisfaisant,Autres,46.190258,2.236189,8,5
Restaurant,Très satisfaisant,Autres,44.204505,0.616674,3,4
Restauration collective,Satisfaisant,Autres,45.845533,-0.393782,9,4
Libre service|Alimentation générale,Très satisfaisant,Autres,44.034533,-0.321678,9,4
Boulangerie-Pâtisserie,Très satisfaisant,Autres,44.730108,0.606573,1,3
Restauration collective,Très satisfaisant,Autres,45.616785,0.660689,4,4
Producteur fermier,Très satisfaisant,Autres,45.736713,-0.974916,50,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,45.531961,1.412,48,2
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,43.750313,-0.749795,43,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,43.865142,-0.51098,43,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,45.440822,0.469586,35,3
Autres,Satisfaisant,Autres,45.180424,1.539271,40,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,46.800419,-0.185914,46,4
Rayon poissonnerie,Très satisfaisant,Autres,44.859403,0.494257,1,3
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,43.865142,-0.51098,43,4
Producteur fermier,Satisfaisant,Autres,46.22692,0.840949,9,3
Restaurant,Très satisfaisant,Autres,46.705907,0.100771,9,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.665185,0.391763,48,3
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.952546,1.090294,42,2
Restauration collective,Très satisfaisant,Autres,44.180045,0.761056,22,2
Restaurant,Très satisfaisant,Autres,44.733162,-1.190865,27,5
Restaurant,Très satisfaisant,Autres,44.204552,0.61668,3,4
Boucherie-Charcuterie,Très satisfaisant,Autres,44.194467,0.605945,4,3
Entreposage de distribution de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,46.160416,-1.107121,13,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.119395,-0.124589,34,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.169209,2.196426,49,5
Restaurant,Très satisfaisant,Autres,46.094707,0.127191,2,5
Traiteur,Satisfaisant,Autres,44.814013,-0.551629,17,4
Boulangerie-Pâtisserie,Satisfaisant,Autres,44.730108,0.606573,1,3
Producteur fermier,Très satisfaisant,Autres,46.337405,-0.39723,46,4
Boucherie-Charcuterie,Satisfaisant,Autres,44.681571,-1.014021,7,3
Restauration collective,Très satisfaisant,Autres,46.202731,-0.817835,17,4
Centre d'emballage des oeufs,A améliorer,Œufs et ovoproduits,46.149806,1.043218,20,2
Restauration collective,Très satisfaisant,Autres,45.987622,-1.083596,5,2
Restaurant,Très satisfaisant,Autres,46.189611,-1.169656,8,5
Restauration collective,Très satisfaisant,Autres,44.597419,0.358249,41,5
Restaurant,Très satisfaisant,Autres,45.002564,1.258223,50,5
Restauration collective,Très satisfaisant,Autres,45.738627,-0.620351,40,5
Restaurant,Très satisfaisant,Autres,44.838037,-0.667292,32,2
Autres,Satisfaisant,Abattoirs,43.778925,-0.835393,43,4
Boucherie-Charcuterie,Satisfaisant,Autres,45.152847,1.532747,10,2
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,44.82082,-0.694211,44,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.733162,-1.190865,10,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.280787,0.284445,49,2
Restaurant,Satisfaisant,Autres,44.700743,-0.527015,38,3
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,46.615679,-0.239469,41,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,46.615679,-0.239469,19,5
Restauration collective,Très satisfaisant,Autres,44.346491,0.389352,42,4
Restauration collective,Satisfaisant,Autres,44.856799,-0.537428,30,2
Restauration collective,Satisfaisant,Autres,44.28607,0.276765,11,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.61724,-1.071771,51,3
Restauration collective,Très satisfaisant,Autres,45.716193,0.206858,19,4
Restauration collective,Satisfaisant,Autres,46.160416,-1.107121,13,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.74394,-1.111445,48,5
Métier de bouche,Très satisfaisant,Autres,44.411316,0.694541,23,4
Producteur fermier,Satisfaisant,Autres,43.325236,-0.700543,38,3
Producteur fermier,Très satisfaisant,Autres,46.337405,-0.39723,46,4
Restauration collective,Satisfaisant,Autres,44.87157,-0.673921,39,1
Restauration collective,Très satisfaisant,Autres,45.632692,0.158723,26,1
Restaurant,Satisfaisant,Autres,43.712078,-1.048897,32,5
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.830251,1.262352,5,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.830251,1.262352,5,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,46.422875,0.248824,13,2
Poissonnerie,Satisfaisant,Autres,45.001904,-1.19993,24,3
Restauration collective,Satisfaisant,Autres,45.890318,-0.840173,43,5
Restaurant,Très satisfaisant,Autres,44.289814,0.275007,20,4
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,46.304107,-1.100268,47,1
Autres,Satisfaisant,Autres,45.155919,1.517964,41,4
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,43.202456,-1.142839,2,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,43.615206,-0.793378,48,4
Libre service,Satisfaisant,Autres,46.153108,-1.127183,17,3
Restaurant,Satisfaisant,Autres,44.595692,-0.287252,37,4
Restaurant,Satisfaisant,Autres,44.49248,-0.636557,18,3
Autres,Satisfaisant,Autres,45.738112,2.374222,31,5
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.897981,-1.284877,16,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.631892,0.696049,8,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.194171,-0.316498,17,3
Restaurant,Satisfaisant,Autres,44.763196,-0.653447,17,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.442146,0.331941,34,2
Producteur fermier,Très satisfaisant,Autres,44.909821,0.622515,42,3
Producteur fermier,Satisfaisant,Autres,46.404794,-0.537082,32,5
Restaurant,Satisfaisant,Autres,46.338816,-0.407848,4,4
Restaurant,Satisfaisant,Autres,46.160474,-1.14973,25,3
Restaurant,A améliorer,Autres,43.891436,-0.501439,43,5
Boucherie-Charcuterie,Satisfaisant,Autres,45.648253,0.116513,13,2
Producteur fermier,Très satisfaisant,Autres,45.442146,0.331941,34,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,46.053931,-1.075219,2,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.993394,-0.931717,31,3
Libre service|Alimentation générale,Satisfaisant,Autres,44.92557,-0.641544,48,2
Boucherie-Charcuterie,Très satisfaisant,Autres,45.49216,2.127712,8,4
Autres,Très satisfaisant,Abattoirs,45.009758,1.228751,7,3
Restaurant,Satisfaisant,Autres,44.797381,-0.529713,34,3
Restauration collective,Satisfaisant,Autres,44.895799,-0.555764,13,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.818898,-1.112263,13,4
Producteur fermier,Très satisfaisant,Autres,44.805273,1.29181,46,5
Restauration collective,Très satisfaisant,Autres,45.086449,0.196666,20,2
Restauration collective,Satisfaisant,Autres,46.16033,1.645442,18,1
Restaurant,Très satisfaisant,Autres,44.653286,0.809765,32,3
Restauration collective,Satisfaisant,Autres,45.211458,1.693215,11,2
Restauration collective,Satisfaisant,Autres,45.718786,-0.557253,13,4
Producteur fermier,Très satisfaisant,Autres,44.974466,1.333468,22,2
Producteur fermier,Satisfaisant,Autres,45.610709,0.362805,42,4
Restaurant,Satisfaisant,Autres,44.918563,-0.515968,38,6
Restauration collective,Satisfaisant,Autres,44.657072,-1.15802,19,3
Restaurant,A améliorer,Autres,45.124868,0.85609,35,3
Producteur fermier,Très satisfaisant,Autres,45.74118,0.92594,10,1
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.99663,1.373857,43,5
Restaurant,Satisfaisant,Autres,46.106022,-0.751246,29,5
Restaurant,Satisfaisant,Autres,46.205454,-1.367737,26,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.110375,0.860524,14,2
Boucherie-Charcuterie,Très satisfaisant,Autres,46.646394,-0.243025,22,5
Boucherie-Charcuterie,A améliorer,Autres,44.835702,-0.56746,10,3
Restauration collective,Très satisfaisant,Autres,45.81389,1.228618,15,3
Producteur fermier,Très satisfaisant,Autres,44.914556,1.203158,10,4
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,44.177357,0.574035,39,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.402761,0.73214,24,1
Producteur fermier,Satisfaisant,Autres,46.254541,0.267741,44,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,46.402761,0.73214,36,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,46.109276,-0.783931,18,4
Restaurant,Satisfaisant,Autres,44.713302,-0.637199,43,3
Restauration collective,A améliorer,Autres,46.303656,1.985875,28,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.75237,-1.100466,23,5
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,44.900561,-0.492659,39,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.643769,-1.060935,50,2
Restaurant,Très satisfaisant,Autres,46.600851,0.324598,21,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.948697,-1.076821,8,4
Restauration collective,Très satisfaisant,Autres,45.492323,1.071443,3,5
Autres,Satisfaisant,Autres,45.164556,1.504022,10,4
Restaurant,Satisfaisant,Autres,45.79867,-1.163744,10,4
Restauration collective,Satisfaisant,Autres,46.164062,-0.300329,23,2
Restaurant,Satisfaisant,Autres,45.512532,0.335672,17,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.189611,-1.169656,8,5
Transformation de produits carnés,A améliorer,Viandes et produits carnés,44.865785,1.069011,40,1
Traiteur|Boucherie-Charcuterie,Très satisfaisant,Autres,45.129265,1.230519,10,4
Rayon poissonnerie,Satisfaisant,Autres,46.020724,0.662689,21,3
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,46.220573,-0.191458,40,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.122135,0.891749,14,2
Restaurant,Satisfaisant,Autres,45.556164,2.307391,38,4
Restauration collective,Très satisfaisant,Autres,45.871685,-0.679361,50,2
Restauration collective,Satisfaisant,Autres,44.824121,-0.661515,24,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,45.912394,-1.324779,34,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,43.096531,-0.353641,5,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.821158,1.093474,13,2
Restaurant,Satisfaisant,Autres,45.735197,0.42891,41,3
Restaurant,Très satisfaisant,Autres,44.204535,0.61214,13,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,43.220843,-0.233461,27,1
Restauration collective,Très satisfaisant,Autres,45.789328,1.306663,48,4
Libre service,Satisfaisant,Autres,44.879681,-0.647259,6,4
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,43.220843,-0.233461,27,1
Restauration collective,Très satisfaisant,Autres,44.400794,0.5933,35,3
Restaurant,Très satisfaisant,Autres,44.206066,0.623695,8,2
Restaurant,Satisfaisant,Autres,44.839604,-0.559812,40,2
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.947074,0.807281,9,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,44.772133,-0.649098,8,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,46.401848,0.893258,36,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,46.401848,0.893258,24,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,44.642291,-1.101757,6,5
Libre service,Satisfaisant,Autres,43.48094,-1.50801,11,2
Producteur fermier,Satisfaisant,Autres,45.722777,0.631628,26,2
Autres,Très satisfaisant,Abattoirs,45.01358,1.159797,6,1
Restaurant,Très satisfaisant,Autres,45.146334,0.528539,46,3
Libre service,Très satisfaisant,Autres,46.305414,-0.487676,39,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,44.75989,-1.077827,48,5
Restauration collective,Très satisfaisant,Autres,45.56959,-0.673802,15,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,46.440387,0.113511,34,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,A améliorer,Abattoirs,46.440387,0.113511,40,2
Restauration collective,Satisfaisant,Autres,44.868766,0.737802,30,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,46.440387,0.113511,26,5
Restaurant,Satisfaisant,Autres,44.258227,0.663554,23,3
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.232807,-1.148139,26,4
Autres,Très satisfaisant,Abattoirs,44.607816,0.405492,15,3
Restaurant,Satisfaisant,Autres,44.79499,-0.655223,18,4
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,43.220843,-0.233461,27,1
Restaurant,Très satisfaisant,Autres,45.86875,1.263721,10,5
Restaurant,Satisfaisant,Autres,45.887004,0.308363,1,5
Restaurant,Satisfaisant,Autres,43.673191,-1.386377,26,3
Restaurant,Satisfaisant,Autres,43.759273,-0.573175,18,4
Poissonnerie,Satisfaisant,Autres,46.285302,1.479644,13,4
Rayon poissonnerie,Très satisfaisant,Autres,46.824903,-0.126196,11,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,43.655174,-0.594243,47,2
Autres,Très satisfaisant,Autres,46.824903,-0.126196,11,2
Restaurant,Satisfaisant,Autres,46.41369,-0.204641,7,3
Rayon boucherie-charcuterie,Très satisfaisant,Autres,46.824903,-0.126196,11,2
Producteur fermier,Très satisfaisant,Autres,46.567456,0.649427,44,5
Restauration collective,Très satisfaisant,Autres,45.931645,-0.488458,22,2
Restaurant,A améliorer,Autres,44.811445,-0.591292,35,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.64093,-1.144098,47,5
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,46.019206,-0.819474,37,3
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,46.401848,0.893258,52,3
Restaurant,Satisfaisant,Autres,45.378405,-1.154838,29,4
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,45.01358,1.159797,41,4
Autres,Très satisfaisant,Produits de la mer et d'eau douce,45.010952,0.155705,15,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,45.010952,0.155705,15,2
Restaurant,Satisfaisant,Autres,44.80085,-0.595563,24,2
Restauration collective,Très satisfaisant,Autres,46.327729,-0.481477,41,6
Producteur fermier,Satisfaisant,Autres,45.615974,0.062292,45,1
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.20954,-1.520919,46,4
Libre service,Très satisfaisant,Autres,45.184734,0.708731,18,2
Restauration collective,Très satisfaisant,Autres,46.53439,0.477085,40,4
Traiteur|Boucherie-Charcuterie,A améliorer,Autres,45.648736,0.17446,46,4
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.607816,0.405492,15,3
Libre service|Alimentation générale,Satisfaisant,Autres,44.836034,-0.567279,10,3
Boucherie-Charcuterie,Très satisfaisant,Autres,44.531315,0.768125,3,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.841469,1.301998,49,2
Autres,Satisfaisant,Autres,43.334502,-1.452504,13,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,46.210657,-1.460343,4,2
Autres,Très satisfaisant,Abattoirs,43.732252,-0.665123,20,3
Restauration collective,Satisfaisant,Autres,44.976388,-1.075845,19,2
Restauration collective,Satisfaisant,Autres,44.794706,-0.387058,12,1
Autres,Très satisfaisant,Autres,46.167559,1.884292,44,4
Restaurant,Satisfaisant,Autres,44.616272,-1.157052,34,3
Restauration collective,Très satisfaisant,Autres,44.406876,0.930797,36,2
Boucherie-Charcuterie,Très satisfaisant,Autres,46.69682,0.426008,10,5
Restaurant,Très satisfaisant,Autres,44.314043,0.086735,34,4
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.125136,1.350087,32,1
Restauration collective,Très satisfaisant,Autres,46.298874,0.180853,10,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.727982,-0.94869,11,5
Restauration collective,Satisfaisant,Autres,46.816474,0.3313,5,4
Restaurant,Très satisfaisant,Autres,46.157149,-1.154067,11,1
Restauration collective,Satisfaisant,Autres,45.249066,-0.558205,15,4
Restauration collective,Satisfaisant,Autres,46.327726,-0.446603,42,2
Restauration collective,Très satisfaisant,Autres,45.336393,1.060036,6,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,44.17966,0.620527,29,2
Producteur fermier,Satisfaisant,Autres,44.876396,1.177505,39,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,46.738036,-0.604048,39,3
Restauration collective,Très satisfaisant,Autres,43.89972,-0.510145,10,3
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,46.570961,-0.198162,26,2
Restaurant,Très satisfaisant,Autres,44.411316,0.694541,42,4
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,44.808912,-0.448362,32,1
Restaurant,Très satisfaisant,Autres,44.406976,0.738641,42,4
Restauration collective,Très satisfaisant,Autres,46.205935,-1.10337,15,4
Restaurant,Très satisfaisant,Autres,44.389404,0.308075,41,4
Restauration collective,Très satisfaisant,Autres,44.400348,0.497188,9,2
Restauration collective,Satisfaisant,Autres,44.883415,1.228117,11,2
Restauration collective,Satisfaisant,Autres,45.851547,-0.527172,10,5
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,44.17966,0.620527,29,2
Restauration collective,Satisfaisant,Autres,46.085781,2.041463,12,1
Autres,Très satisfaisant,Viandes et produits carnés,46.738036,-0.604048,37,3
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,45.345062,0.241271,47,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.345062,0.241271,14,3
Restaurant,Très satisfaisant,Autres,44.630471,1.073228,23,5
Producteur fermier,Très satisfaisant,Autres,43.572166,-0.260838,30,4
Restaurant,Très satisfaisant,Autres,44.205302,0.62607,25,4
Autres,Satisfaisant,Viandes et produits carnés,44.917969,1.227018,27,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.155185,0.356613,20,5
Restauration collective,Satisfaisant,Autres,44.63904,-0.308048,18,4
Restauration collective,Satisfaisant,Autres,45.190719,-1.058675,45,1
Restauration collective,Satisfaisant,Autres,44.756471,-1.132497,22,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,46.151636,-1.208474,47,5
Restaurant,Très satisfaisant,Autres,44.249265,0.738581,8,3
Restaurant,Très satisfaisant,Autres,46.687277,0.270167,11,3
Restauration collective,Très satisfaisant,Autres,45.245868,0.500411,38,3
Boucherie-Charcuterie,Satisfaisant,Autres,45.761528,-1.137718,27,2
Restauration collective,Satisfaisant,Autres,44.781617,0.286795,11,3
Restauration collective,Très satisfaisant,Autres,44.403664,0.505406,44,4
Boucherie-Charcuterie,Satisfaisant,Autres,45.276195,2.199538,26,3
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,46.542121,-0.343822,45,4
Restaurant,Très satisfaisant,Autres,45.706263,2.047615,47,4
Producteur fermier,Satisfaisant,Autres,43.579528,-0.837766,23,3
Autres,Très satisfaisant,Abattoirs,44.980394,1.223285,13,5
Restauration collective,Satisfaisant,Autres,44.860652,-0.554559,40,3
Boucherie-Charcuterie,Satisfaisant,Autres,44.855061,0.592986,9,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.345062,0.241271,13,2
Restaurant,Très satisfaisant,Autres,46.559745,0.500082,45,3
Autres,Très satisfaisant,Autres,44.178637,0.634764,50,2
Restauration collective,Très satisfaisant,Autres,45.829002,-0.87565,16,2
Autres,Très satisfaisant,Autres,46.358659,2.077213,45,3
Autres,Très satisfaisant,Autres,47.066214,-0.375079,29,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,46.494439,0.58935,46,2
Boucherie-Charcuterie,Satisfaisant,Autres,44.043716,-0.535722,30,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.642446,-1.098324,35,5
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.980394,1.223285,13,5
Restauration collective,Satisfaisant,Autres,45.852379,-0.528347,10,5
Libre service,Très satisfaisant,Autres,46.430898,0.885148,9,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,44.431438,-0.201438,30,3
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,44.431438,-0.201438,30,3
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,46.151636,-1.208474,47,5
Restauration collective,Très satisfaisant,Autres,43.506305,-1.499855,22,2
Restaurant,Satisfaisant,Autres,44.841927,-0.582739,22,1
Restaurant,Satisfaisant,Autres,45.214478,0.769065,10,5
Restaurant,Très satisfaisant,Autres,45.138859,0.783086,10,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,44.896253,1.321912,5,3
Restaurant,Très satisfaisant,Autres,45.731302,-1.057896,46,2
Restauration collective,Satisfaisant,Autres,45.274237,0.039462,1,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.932027,-1.25261,35,1
Restauration collective,Satisfaisant,Autres,43.78174,-1.399363,34,2
Restauration collective,Satisfaisant,Autres,45.796141,1.138309,29,2
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,45.846482,-1.16248,35,2
Boulangerie-Pâtisserie,Satisfaisant,Autres,44.903679,-0.51309,9,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,43.40314,-1.627247,13,2
Restaurant,Satisfaisant,Autres,45.188142,0.709826,11,4
Restauration collective,Satisfaisant,Autres,46.328312,-0.433895,14,4
Boucherie-Charcuterie,Satisfaisant,Autres,45.188054,0.709951,11,4
Restauration collective,Satisfaisant,Autres,44.634918,-0.317791,40,4
Restauration collective,Satisfaisant,Autres,43.778214,-0.427477,17,2
Autres,Satisfaisant,Autres,43.195778,-0.963636,8,5
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.304107,-1.100268,21,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,43.679021,-0.852842,46,2
Restaurant,Satisfaisant,Autres,43.722321,-0.264918,37,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,43.342347,-1.453111,8,4
Restauration collective,Très satisfaisant,Autres,46.115346,-0.939118,10,2
